IL,Name,SMILES,logEC50,Dataset,Normalized SMILES
320,1-Butyl-3-methyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,2.68,Training,C(F)(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O.CCCCn1c[n+](cc1)C
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,Training,C(CCn1c[n+](C)cc1)CCCCC.FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,Training,O=S(C(F)(F)F)(=O)[N-]S(=O)(=O)C(F)(F)F.[n+]1(C)cn(CCCCCCCC)cc1
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,Training,C(F)(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F.C(n1c[n+](cc1)C)CCCCCCC
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,Training,O=S(=O)([N-]S(C(F)(F)F)(=O)=O)C(F)(F)F.c1n(CCCCCCCC)c[n+](C)c1
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,Training,FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F.c1n(cc[n+]1C)CCCCCCCC
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,Training,FC(F)(F)S([N-]S(=O)(=O)C(F)(F)F)(=O)=O.n1(cc[n+](c1)C)CCCCCCCC
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,Training,FC(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)F.n1(c[n+](cc1)C)CCCCCCCC
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,Training,O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O.[n+]1(C)cn(cc1)CCCCCCCC
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,Training,C(CCCn1c[n+](cc1)C)CCCC.FC(F)(F)S([N-]S(=O)(C(F)(F)F)=O)(=O)=O
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,Training,C(CCCCCCn1cc[n+](c1)C)C.FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,Training,C[n+]1cn(cc1)CC.FC(C(=O)[O-])(F)F
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,Training,FC(F)(C([O-])=O)F.c1n(cc[n+]1C)CC
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,Training,O=C([O-])C(F)(F)F.[n+]1(ccn(CC)c1)C
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,Training,C(n1cc[n+](c1)C)C.FC(C(=O)[O-])(F)F
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,Training,FC(F)(F)C([O-])=O.n1(CC)cc[n+](C)c1
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,Training,C(C(=O)[O-])(F)(F)F.[n+]1(cn(CC)cc1)C
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,Training,C[n+]1ccn(c1)CC.FC(F)(C(=O)[O-])F
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,Training,[O-]C(=O)C(F)(F)F.[n+]1(cn(CC)cc1)C
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,Training,C(C)n1cc[n+](c1)C.O=C([O-])C(F)(F)F
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,Training,[O-]C(C(F)(F)F)=O.[n+]1(C)ccn(c1)CC
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,Test,CCn1c[n+](cc1)C.O=S([O-])(=O)C
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,Test,S(=O)([O-])(C)=O.[n+]1(C)cn(CC)cc1
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,Test,O=S(C)(=O)[O-].c1n(CC)cc[n+]1C
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,Test,O=S([O-])(C)=O.n1(c[n+](cc1)C)CC
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,Test,S(=O)(C)(=O)[O-].c1n(cc[n+]1C)CC
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,Test,O=S([O-])(C)=O.c1n(c[n+](C)c1)CC
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,Test,O=S(=O)(C)[O-].[n+]1(ccn(CC)c1)C
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,Test,[O-]S(=O)(=O)C.c1[n+](ccn1CC)C
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,Test,O=S(C)([O-])=O.c1[n+](C)ccn1CC
323,1-Ethyl-3-methyl-3H-imidazolium methanesulfonate,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],3.97,Test,C[n+]1cn(cc1)CC.O=S([O-])(=O)C
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,Training,C(CC[n+]1ccccc1)C.F[B-](F)(F)F
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,Training,C([n+]1ccccc1)CCC.F[B-](F)(F)F
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,Training,C(CC)C[n+]1ccccc1.F[B-](F)(F)F
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,Training,F[B-](F)(F)F.c1[n+](cccc1)CCCC
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,Training,F[B-](F)(F)F.c1c[n+](CCCC)ccc1
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,Training,F[B-](F)(F)F.c1[n+](CCCC)cccc1
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,Training,C(C[n+]1ccccc1)CC.F[B-](F)(F)F
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,Training,F[B-](F)(F)F.c1cc[n+](cc1)CCCC
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,Training,C(C)CC[n+]1ccccc1.F[B-](F)(F)F
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,Training,F[B-](F)(F)F.[n+]1(CCCC)ccccc1
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,Training,[Cl-].[n+]1(ccc(cc1)C)CCCC
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,Training,[Cl-].c1(cc[n+](CCCC)cc1)C
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,Training,[Cl-].c1[n+](ccc(c1)C)CCCC
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,Training,CCCC[n+]1ccc(cc1)C.[Cl-]
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,Training,[Cl-].c1[n+](ccc(c1)C)CCCC
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,Training,CCCC[n+]1ccc(cc1)C.[Cl-]
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,Training,[Cl-].c1[n+](CCCC)ccc(C)c1
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,Training,CCCC[n+]1ccc(C)cc1.[Cl-]
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,Training,[Cl-].[n+]1(CCCC)ccc(cc1)C
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,Training,C(C)CC[n+]1ccc(cc1)C.[Cl-]
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,Test,[Cl-].[N+]1(CCCC1)(C)CCCCCCCC
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,Test,C(CCCCC[N+]1(CCCC1)C)CC.[Cl-]
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,Test,C(CCCCCCC)[N+]1(C)CCCC1.[Cl-]
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,Test,C1C[N+](C)(CC1)CCCCCCCC.[Cl-]
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,Test,C(CCCCC[N+]1(C)CCCC1)CC.[Cl-]
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,Test,C(CCCCCCC)[N+]1(C)CCCC1.[Cl-]
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,Test,C(CCCCC[N+]1(C)CCCC1)CC.[Cl-]
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,Test,C([N+]1(C)CCCC1)CCCCCCC.[Cl-]
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,Test,C[N+]1(CCCCCCCC)CCCC1.[Cl-]
326,1-Methyl-1-octylpyrrolidinium chloride,CCCCCCCC[N+]1(CCCC1)C.[Cl-],2.59,Test,C(CCCCCC)C[N+]1(CCCC1)C.[Cl-]
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,Training,C(C)CC[n+]1ccccc1.[Br-]
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,Training,CCCC[n+]1ccccc1.[Br-]
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,Training,C(CC[n+]1ccccc1)C.[Br-]
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,Training,[Br-].c1cccc[n+]1CCCC
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,Training,[Br-].c1ccc[n+](c1)CCCC
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,Training,C(CC[n+]1ccccc1)C.[Br-]
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,Training,[Br-].c1[n+](cccc1)CCCC
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,Training,C(CC)C[n+]1ccccc1.[Br-]
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,Training,C([n+]1ccccc1)CCC.[Br-]
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,Training,CCCC[n+]1ccccc1.[Br-]
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,Training,[B-](F)(F)(F)F.[n+]1(cc(ccc1)C)CCCC
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,Training,C(C[n+]1cc(C)ccc1)CC.F[B-](F)(F)F
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,Training,C(C)CC[n+]1cc(C)ccc1.F[B-](F)(F)F
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,Training,F[B-](F)(F)F.c1ccc(C)c[n+]1CCCC
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,Training,C(C[n+]1cc(ccc1)C)CC.F[B-](F)(F)F
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,Training,[B-](F)(F)(F)F.c1cc(C)c[n+](CCCC)c1
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,Training,C(CC)C[n+]1cccc(C)c1.F[B-](F)(F)F
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,Training,CCCC[n+]1cc(C)ccc1.F[B-](F)(F)F
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,Training,C(CCC)[n+]1cc(ccc1)C.F[B-](F)(F)F
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,Training,F[B-](F)(F)F.c1(c[n+](CCCC)ccc1)C
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,Training,C([n+]1ccccc1)CCC.FC(F)(F)S(=O)([O-])=O
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,Training,FC(S(=O)(=O)[O-])(F)F.c1ccc[n+](c1)CCCC
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,Training,C([n+]1ccccc1)CCC.O=S(=O)(C(F)(F)F)[O-]
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,Training,O=S(=O)(C(F)(F)F)[O-].c1ccc[n+](c1)CCCC
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,Training,C(C[n+]1ccccc1)CC.S([O-])(=O)(C(F)(F)F)=O
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,Training,S(C(F)(F)F)(=O)([O-])=O.c1cccc[n+]1CCCC
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,Training,O=S(=O)([O-])C(F)(F)F.c1cc[n+](cc1)CCCC
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,Training,O=S([O-])(=O)C(F)(F)F.c1[n+](cccc1)CCCC
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,Training,O=S([O-])(=O)C(F)(F)F.c1[n+](CCCC)cccc1
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,Training,C([n+]1ccccc1)CCC.O=S(C(F)(F)F)(=O)[O-]
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,Training,C(C)CCCC[n+]1ccccc1.FC(S(=O)([O-])=O)(F)F
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,Training,C(C[n+]1ccccc1)CCCC.S(C(F)(F)F)(=O)(=O)[O-]
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,Training,FC(S(=O)([O-])=O)(F)F.c1ccc[n+](c1)CCCCCC
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,Training,C(F)(S([O-])(=O)=O)(F)F.c1cccc[n+]1CCCCCC
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,Training,O=S(=O)([O-])C(F)(F)F.c1ccc[n+](c1)CCCCCC
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,Training,O=S(C(F)(F)F)(=O)[O-].[n+]1(ccccc1)CCCCCC
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,Training,S(=O)(=O)(C(F)(F)F)[O-].c1cccc[n+]1CCCCCC
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,Training,C(CC)CCC[n+]1ccccc1.[O-]S(=O)(C(F)(F)F)=O
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,Training,C(CCC)CC[n+]1ccccc1.S([O-])(C(F)(F)F)(=O)=O
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,Training,FC(S([O-])(=O)=O)(F)F.c1c[n+](ccc1)CCCCCC
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,Training,[Cl-].c1c[n+](CCCC)ccc1
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,Training,C(CCC)[n+]1ccccc1.[Cl-]
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,Training,C(CCC)[n+]1ccccc1.[Cl-]
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,Training,CCCC[n+]1ccccc1.[Cl-]
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,Training,C(CCC)[n+]1ccccc1.[Cl-]
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,Training,CCCC[n+]1ccccc1.[Cl-]
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,Training,CCCC[n+]1ccccc1.[Cl-]
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,Training,[Cl-].c1ccc[n+](CCCC)c1
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,Training,[Cl-].[n+]1(CCCC)ccccc1
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,Training,CCCC[n+]1ccccc1.[Cl-]
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,Training,C(CC[n+]1cccc(c1)C)CCC.[Cl-]
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,Training,C([n+]1cccc(c1)C)CCCCC.[Cl-]
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,Training,CCCCCC[n+]1cccc(c1)C.[Cl-]
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,Training,[Cl-].c1(c[n+](ccc1)CCCCCC)C
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,Training,[Cl-].c1ccc(c[n+]1CCCCCC)C
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,Training,C(C)CCCC[n+]1cccc(c1)C.[Cl-]
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,Training,C(C)CCCC[n+]1cccc(c1)C.[Cl-]
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,Training,[Cl-].[n+]1(CCCCCC)cc(C)ccc1
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,Training,C(CCC[n+]1cccc(c1)C)CC.[Cl-]
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,Training,CCCCCC[n+]1cccc(C)c1.[Cl-]
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,Training,C(CC)CCC[n+]1ccc(C)cc1.[Cl-]
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,Training,C(CCC)CC[n+]1ccc(C)cc1.[Cl-]
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,Training,C([n+]1ccc(C)cc1)CCCCC.[Cl-]
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,Training,CCCCCC[n+]1ccc(C)cc1.[Cl-]
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,Training,[Cl-].c1(C)cc[n+](CCCCCC)cc1
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,Training,[Cl-].c1(cc[n+](CCCCCC)cc1)C
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,Training,[Cl-].[n+]1(CCCCCC)ccc(C)cc1
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,Training,Cc1cc[n+](CCCCCC)cc1.[Cl-]
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,Training,C(CCCCC)[n+]1ccc(cc1)C.[Cl-]
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,Training,[Cl-].[n+]1(ccc(cc1)C)CCCCCC
334,1-Hexyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCC[N+]1=CC=C(C=C1)C,2.17,Training,C(CC[n+]1ccc(cc1)C)CCC.[B-](F)(F)(F)F
334,1-Hexyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCC[N+]1=CC=C(C=C1)C,2.17,Training,F[B-](F)(F)F.[n+]1(ccc(C)cc1)CCCCCC
334,1-Hexyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCC[N+]1=CC=C(C=C1)C,2.17,Training,F[B-](F)(F)F.c1[n+](ccc(C)c1)CCCCCC
334,1-Hexyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCC[N+]1=CC=C(C=C1)C,2.17,Training,C(C)CCCC[n+]1ccc(cc1)C.[B-](F)(F)(F)F
334,1-Hexyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCC[N+]1=CC=C(C=C1)C,2.17,Training,CCCCCC[n+]1ccc(cc1)C.F[B-](F)(F)F
334,1-Hexyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCC[N+]1=CC=C(C=C1)C,2.17,Training,C(CCCC[n+]1ccc(cc1)C)C.F[B-](F)(F)F
334,1-Hexyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCC[N+]1=CC=C(C=C1)C,2.17,Training,F[B-](F)(F)F.c1cc(C)cc[n+]1CCCCCC
